CustomerID,TenureMonths,MonthlySpend,SupportTickets,ContractType,Churn,TotalSpend
1498,7,109,5,Monthly,No,763
1499,18,142,6,Annual,No,2556
1500,27,144,1,Two-Year,No,3888
1501,34,141,7,Monthly,No,4794
1502,27,113,4,Two-Year,No,3051
1503,17,122,6,Two-Year,No,2074
1504,43,181,0,Monthly,No,7783
1505,59,50,4,Two-Year,Yes,2950
1506,44,71,0,Monthly,Yes,3124
1507,59,108,7,Annual,No,6372
1508,51,95,3,Monthly,Yes,4845
1509,54,148,3,Annual,No,7992
1510,24,41,1,Two-Year,Yes,984
1511,25,59,4,Monthly,Yes,1475
1512,7,120,0,Monthly,Yes,840
1513,52,130,8,Monthly,No,6760
1514,6,148,4,Monthly,Yes,888
1515,53,84,5,Annual,No,4452
1516,24,189,1,Annual,No,4536
1517,33,168,9,Two-Year,No,5544
1518,49,98,9,Two-Year,No,4802
1519,29,41,0,Two-Year,No,1189
1520,43,185,3,Two-Year,No,7955
1521,22,118,6,Monthly,No,2596
1522,26,27,5,Annual,No,702
1523,28,194,9,Annual,No,5432
1524,50,36,0,Annual,No,1800
1525,21,36,0,Annual,No,756
1526,49,109,7,Two-Year,No,5341
1527,7,160,3,Monthly,No,1120
1528,17,164,4,Annual,Yes,2788
1529,20,185,6,Monthly,No,3700
1530,41,100,7,Monthly,No,4100
1531,49,97,9,Monthly,No,4753
1532,20,192,6,Monthly,No,3840
1533,54,25,1,Annual,No,1350
1534,22,182,3,Annual,No,4004
1535,28,129,9,Annual,No,3612
1536,40,33,0,Two-Year,No,1320
1537,49,91,9,Annual,No,4459
1538,7,162,8,Two-Year,No,1134
1539,1,73,2,Two-Year,No,73
1540,32,46,2,Two-Year,Yes,1472
1541,13,32,9,Annual,No,416
1542,30,178,8,Annual,No,5340
1543,23,182,9,Annual,No,4186
1544,51,79,2,Two-Year,No,4029
1545,59,25,7,Two-Year,Yes,1475
1546,56,77,1,Monthly,No,4312
1547,19,68,2,Two-Year,No,1292
1548,32,170,1,Two-Year,No,5440
1549,30,181,0,Annual,Yes,5430
1550,29,45,1,Monthly,Yes,1305
1551,49,66,7,Monthly,Yes,3234
1552,45,24,8,Monthly,No,1080
1553,29,39,1,Annual,No,1131
1554,30,153,6,Monthly,Yes,4590
1555,16,78,4,Monthly,Yes,1248
1556,40,165,2,Annual,No,6600
1557,19,151,8,Monthly,No,2869
1558,18,36,5,Two-Year,No,648
1559,1,33,0,Two-Year,No,33
1560,14,32,4,Two-Year,No,448
1561,51,154,6,Two-Year,No,7854
1562,47,147,3,Two-Year,No,6909
1563,50,63,7,Two-Year,No,3150
1564,2,138,9,Two-Year,Yes,276
1565,54,162,4,Two-Year,Yes,8748
1566,28,38,8,Two-Year,Yes,1064
1567,49,82,8,Annual,No,4018
1568,50,182,8,Annual,Yes,9100
1569,30,100,0,Two-Year,Yes,3000
1570,38,182,1,Annual,No,6916
1571,51,166,2,Annual,No,8466
1572,4,167,3,Two-Year,Yes,668
1573,1,119,9,Two-Year,No,119
1574,8,182,8,Annual,Yes,1456
1575,29,179,9,Two-Year,No,5191
1576,55,141,5,Two-Year,No,7755
1577,39,195,0,Two-Year,No,7605
1578,3,63,8,Two-Year,No,189
1579,32,123,5,Annual,No,3936
1580,10,171,3,Monthly,Yes,1710
1581,10,80,3,Annual,No,800
1582,19,144,2,Monthly,Yes,2736
1583,46,164,6,Monthly,No,7544
1584,34,90,2,Monthly,No,3060
1585,33,126,1,Annual,No,4158
1586,23,69,9,Annual,No,1587
1587,55,84,7,Annual,No,4620
1588,28,118,3,Annual,No,3304
1589,32,51,7,Annual,No,1632
1590,50,183,0,Monthly,Yes,9150
1591,7,160,4,Annual,No,1120
1592,29,77,8,Monthly,Yes,2233
1593,8,147,0,Annual,No,1176
1594,1,161,3,Annual,No,161
1595,57,184,5,Two-Year,No,10488
1596,55,131,9,Monthly,No,7205
1597,3,87,7,Annual,No,261
1598,24,59,2,Annual,No,1416
1599,23,163,4,Annual,No,3749
1600,59,151,6,Two-Year,No,8909
1601,8,192,0,Monthly,No,1536
1602,54,109,6,Annual,No,5886
1603,57,47,7,Annual,No,2679
1604,47,115,7,Annual,No,5405
1605,37,50,8,Two-Year,No,1850
1606,3,22,5,Annual,No,66
1607,51,155,5,Monthly,No,7905
1608,33,43,1,Monthly,No,1419
1609,28,34,2,Monthly,No,952
1610,47,190,3,Monthly,Yes,8930
1611,8,178,3,Annual,No,1424
1612,34,64,7,Two-Year,No,2176
1613,35,27,0,Two-Year,No,945
1614,32,90,9,Two-Year,Yes,2880
1615,24,127,3,Annual,No,3048
1616,14,134,3,Two-Year,No,1876
1617,32,122,0,Monthly,No,3904
1618,56,144,2,Annual,No,8064
1619,46,76,4,Two-Year,No,3496
1620,43,49,5,Monthly,No,2107
1621,16,165,8,Monthly,No,2640
1622,4,133,8,Annual,No,532
1623,52,136,8,Annual,No,7072
1624,37,186,0,Two-Year,Yes,6882
1625,54,79,8,Two-Year,No,4266
1626,21,117,7,Two-Year,No,2457
1627,14,190,1,Annual,No,2660
1628,31,145,0,Two-Year,No,4495
1629,55,192,0,Two-Year,No,10560
1630,48,170,5,Monthly,Yes,8160
1631,18,113,8,Monthly,Yes,2034
1632,7,153,6,Monthly,No,1071
1633,10,141,4,Two-Year,No,1410
1634,7,127,1,Annual,No,889
1635,33,23,0,Monthly,No,759
1636,23,112,1,Annual,No,2576
1637,21,170,0,Two-Year,No,3570
1638,19,25,2,Two-Year,Yes,475
1639,48,51,5,Monthly,No,2448
1640,19,125,7,Annual,No,2375
1641,36,165,2,Monthly,Yes,5940
1642,29,34,9,Two-Year,No,986
1643,18,187,8,Annual,Yes,3366
1644,2,141,9,Monthly,No,282
1645,1,115,4,Two-Year,No,115
1646,47,25,6,Monthly,No,1175
1647,5,131,7,Annual,No,655
1648,20,139,2,Annual,No,2780
1649,11,142,1,Annual,Yes,1562
1650,42,86,1,Annual,No,3612
1651,2,125,4,Annual,No,250
1652,3,158,0,Monthly,No,474
1653,23,62,1,Monthly,No,1426
1654,55,164,8,Monthly,No,9020
1655,12,115,6,Monthly,No,1380
1656,20,151,5,Two-Year,No,3020
1657,5,100,8,Two-Year,No,500
1658,37,60,6,Monthly,No,2220
1659,38,152,4,Two-Year,Yes,5776
1660,30,179,8,Two-Year,No,5370
1661,9,54,5,Annual,Yes,486
1662,34,41,5,Monthly,No,1394
1663,53,169,3,Two-Year,No,8957
1664,44,131,0,Two-Year,No,5764
1665,35,30,4,Monthly,No,1050
1666,52,22,8,Annual,No,1144
1667,58,156,7,Monthly,No,9048
1668,22,79,7,Annual,No,1738
1669,44,95,4,Two-Year,Yes,4180
1670,24,106,8,Annual,No,2544
1671,17,33,2,Annual,No,561
1672,10,37,2,Monthly,No,370
1673,30,132,0,Two-Year,No,3960
1674,56,92,8,Monthly,No,5152
1675,59,42,5,Monthly,No,2478
1676,46,102,1,Two-Year,Yes,4692
1677,23,144,7,Monthly,No,3312
1678,32,194,8,Monthly,No,6208
1679,17,88,8,Annual,No,1496
1680,50,66,1,Monthly,No,3300
1681,51,135,1,Two-Year,Yes,6885
1682,17,49,6,Monthly,No,833
1683,14,44,3,Annual,No,616
1684,9,175,0,Monthly,No,1575
1685,40,131,7,Monthly,No,5240
1686,2,44,1,Monthly,No,88
1687,45,93,2,Annual,Yes,4185
1688,25,77,4,Two-Year,No,1925
1689,39,113,2,Two-Year,No,4407
1690,9,138,6,Annual,Yes,1242
1691,54,146,6,Annual,No,7884
1692,22,188,1,Monthly,No,4136
1693,43,44,6,Two-Year,No,1892
1694,46,97,5,Annual,No,4462
1695,4,118,9,Two-Year,No,472
1696,26,135,8,Monthly,Yes,3510
1697,58,67,8,Annual,No,3886
1698,29,29,1,Two-Year,No,841
1699,45,118,6,Two-Year,No,5310
1700,34,30,4,Monthly,No,1020
1701,23,104,5,Annual,Yes,2392
1702,37,168,0,Two-Year,No,6216
1703,11,192,6,Monthly,No,2112
1704,6,154,5,Two-Year,No,924
1705,18,145,3,Monthly,No,2610
1706,21,83,0,Two-Year,Yes,1743
1707,42,21,8,Two-Year,Yes,882
1708,36,95,3,Monthly,Yes,3420
1709,41,140,1,Annual,No,5740
1710,38,61,7,Monthly,Yes,2318
1711,34,73,1,Annual,Yes,2482
1712,17,94,4,Two-Year,No,1598
1713,37,35,5,Two-Year,No,1295
1714,25,37,7,Monthly,No,925
1715,38,109,0,Monthly,Yes,4142
1716,58,163,0,Annual,No,9454
1717,12,25,3,Annual,Yes,300
1718,23,127,4,Annual,No,2921
1719,53,194,8,Monthly,No,10282
1720,42,67,6,Two-Year,No,2814
1721,22,61,6,Monthly,Yes,1342
1722,21,95,7,Two-Year,No,1995
1723,27,96,4,Monthly,No,2592
1724,57,151,4,Monthly,No,8607
1725,31,149,0,Annual,No,4619
1726,6,78,8,Two-Year,No,468
1727,27,174,5,Monthly,No,4698
1728,40,46,8,Monthly,No,1840
1729,34,98,2,Two-Year,No,3332
1730,12,91,4,Monthly,No,1092
1731,45,26,1,Two-Year,No,1170
1732,57,130,9,Annual,Yes,7410
1733,53,138,4,Annual,No,7314
1734,7,193,7,Two-Year,Yes,1351
1735,10,82,1,Annual,No,820
1736,45,143,7,Two-Year,No,6435
1737,17,31,3,Monthly,No,527
1738,26,160,9,Monthly,No,4160
1739,21,62,9,Two-Year,No,1302
1740,28,36,0,Monthly,No,1008
1741,58,82,4,Annual,No,4756
1742,46,139,0,Monthly,No,6394
1743,2,55,6,Monthly,Yes,110
1744,54,27,7,Two-Year,No,1458
1745,43,88,2,Annual,No,3784
1746,1,109,2,Monthly,No,109
1747,51,55,6,Monthly,No,2805
1748,53,47,3,Two-Year,No,2491
1749,36,137,2,Two-Year,No,4932
1750,51,112,7,Annual,No,5712
1751,26,194,2,Monthly,No,5044
1752,29,95,6,Two-Year,Yes,2755
1753,21,120,1,Two-Year,No,2520
1754,11,177,0,Two-Year,No,1947
1755,40,170,5,Annual,No,6800
1756,11,163,7,Two-Year,No,1793
1757,36,33,0,Annual,Yes,1188
1758,49,90,9,Annual,No,4410
1759,59,199,8,Monthly,No,11741
1760,39,143,2,Monthly,Yes,5577
1761,40,144,2,Annual,No,5760
1762,35,56,3,Monthly,No,1960
1763,54,48,0,Monthly,No,2592
1764,34,162,8,Two-Year,Yes,5508
1765,55,194,2,Monthly,Yes,10670
1766,47,193,9,Annual,No,9071
1767,24,199,3,Monthly,No,4776
1768,54,38,0,Two-Year,No,2052
1769,22,125,3,Annual,Yes,2750
1770,5,40,0,Monthly,No,200
1771,56,83,4,Annual,No,4648
1772,33,184,4,Monthly,Yes,6072
1773,58,46,6,Two-Year,No,2668
1774,36,74,7,Monthly,No,2664
1775,47,48,3,Annual,Yes,2256
1776,20,167,6,Annual,Yes,3340
1777,19,44,3,Annual,No,836
1778,35,89,2,Monthly,Yes,3115
1779,52,82,5,Monthly,Yes,4264
1780,43,183,3,Monthly,No,7869
1781,17,149,2,Two-Year,Yes,2533
1782,59,169,8,Two-Year,No,9971
1783,45,35,4,Two-Year,Yes,1575
1784,43,165,6,Annual,No,7095
1785,34,119,5,Annual,No,4046
1786,9,49,9,Annual,No,441
1787,26,64,4,Annual,No,1664
1788,2,38,6,Annual,Yes,76
1789,53,53,5,Monthly,No,2809
1790,9,160,9,Annual,Yes,1440
1791,9,190,1,Monthly,Yes,1710
1792,40,81,2,Two-Year,No,3240
1793,17,137,1,Two-Year,No,2329
1794,1,119,2,Two-Year,No,119
1795,25,41,0,Two-Year,Yes,1025
1796,43,199,7,Two-Year,No,8557
1797,40,199,5,Annual,Yes,7960
1798,42,130,1,Annual,No,5460
1799,25,183,7,Annual,No,4575
1800,39,92,5,Two-Year,No,3588
1801,35,166,6,Two-Year,No,5810
1802,3,57,0,Monthly,No,171
1803,50,89,6,Annual,No,4450
1804,37,135,2,Two-Year,No,4995
1805,44,98,7,Two-Year,No,4312
1806,44,167,5,Two-Year,No,7348
1807,51,28,3,Monthly,No,1428
1808,30,51,7,Two-Year,No,1530
1809,38,151,8,Monthly,Yes,5738
1810,34,69,9,Monthly,No,2346
1811,12,101,1,Annual,No,1212
1812,19,24,5,Two-Year,No,456
1813,37,167,4,Monthly,Yes,6179
1814,44,106,4,Two-Year,Yes,4664
1815,59,145,9,Annual,No,8555
1816,59,94,2,Annual,No,5546
1817,49,184,7,Monthly,No,9016
1818,17,41,7,Annual,Yes,697
1819,10,87,4,Annual,No,870
1820,57,63,7,Annual,Yes,3591
1821,55,53,9,Two-Year,Yes,2915
1822,49,96,7,Two-Year,Yes,4704
1823,47,61,2,Monthly,No,2867
1824,12,156,1,Monthly,No,1872
1825,16,125,8,Annual,No,2000
1826,24,114,1,Annual,No,2736
1827,19,154,8,Monthly,No,2926
1828,8,87,3,Annual,No,696
1829,31,166,1,Monthly,No,5146
1830,21,178,9,Two-Year,No,3738
1831,17,147,0,Annual,No,2499
1832,23,182,3,Annual,No,4186
1833,37,104,8,Annual,No,3848
1834,54,178,8,Two-Year,No,9612
1835,16,102,3,Two-Year,No,1632
1836,6,114,8,Annual,Yes,684
1837,8,51,5,Monthly,No,408
1838,25,85,0,Two-Year,No,2125
1839,18,135,9,Annual,Yes,2430
1840,25,157,5,Annual,No,3925
1841,12,149,8,Two-Year,No,1788
1842,15,79,1,Monthly,No,1185
1843,59,36,5,Annual,No,2124
1844,26,115,1,Monthly,No,2990
1845,41,163,3,Monthly,Yes,6683
1846,45,35,7,Two-Year,No,1575
1847,26,65,6,Annual,Yes,1690
1848,47,186,8,Annual,Yes,8742
1849,32,178,6,Monthly,Yes,5696
1850,10,126,0,Two-Year,Yes,1260
1851,16,107,1,Two-Year,No,1712
1852,7,148,5,Two-Year,No,1036
1853,17,158,6,Monthly,No,2686
1854,23,138,2,Monthly,No,3174
1855,26,104,8,Annual,No,2704
1856,21,23,6,Two-Year,No,483
1857,22,90,5,Monthly,No,1980
1858,58,173,5,Two-Year,No,10034
1859,7,130,0,Monthly,No,910
1860,14,69,4,Annual,Yes,966
1861,15,159,9,Two-Year,No,2385
1862,53,114,2,Monthly,No,6042
1863,7,111,6,Two-Year,No,777
1864,9,84,9,Monthly,No,756
1865,51,66,2,Monthly,Yes,3366
1866,48,125,4,Monthly,Yes,6000
1867,8,149,6,Two-Year,No,1192
1868,50,125,2,Monthly,No,6250
1869,59,43,9,Annual,No,2537
1870,23,23,1,Two-Year,No,529
1871,29,127,5,Annual,Yes,3683
1872,18,38,7,Annual,No,684
1873,31,173,3,Two-Year,No,5363
1874,30,59,8,Monthly,No,1770
1875,52,69,7,Annual,Yes,3588
1876,39,190,6,Two-Year,No,7410
1877,35,94,6,Monthly,No,3290
1878,18,31,2,Two-Year,Yes,558
1879,59,46,5,Two-Year,No,2714
1880,42,132,4,Two-Year,No,5544
1881,39,68,0,Monthly,No,2652
1882,17,163,2,Annual,No,2771
1883,14,149,0,Annual,No,2086
1884,31,79,3,Two-Year,No,2449
1885,24,49,9,Two-Year,No,1176
1886,35,103,2,Monthly,No,3605
1887,44,185,3,Two-Year,Yes,8140
1888,45,47,8,Two-Year,No,2115
1889,34,44,2,Two-Year,No,1496
1890,3,115,5,Annual,Yes,345
1891,37,144,5,Two-Year,No,5328
1892,43,29,6,Annual,No,1247
1893,40,61,8,Monthly,No,2440
1894,26,59,6,Monthly,No,1534
1895,55,96,0,Annual,No,5280
1896,23,124,7,Annual,No,2852
1897,44,137,4,Annual,No,6028
1898,39,61,8,Annual,Yes,2379
1899,15,66,9,Two-Year,Yes,990
1900,56,184,4,Annual,Yes,10304
1901,49,41,4,Annual,No,2009
1902,4,126,1,Annual,No,504
1903,29,46,2,Two-Year,No,1334
1904,22,60,9,Two-Year,No,1320
1905,25,99,8,Two-Year,No,2475
1906,13,181,6,Monthly,No,2353
1907,18,179,0,Two-Year,No,3222
1908,33,108,2,Annual,No,3564
1909,16,85,1,Two-Year,No,1360
1910,45,31,0,Two-Year,No,1395
1911,42,187,8,Annual,No,7854
1912,44,92,7,Two-Year,No,4048
1913,2,95,4,Monthly,Yes,190
1914,55,109,1,Two-Year,Yes,5995
1915,35,29,0,Monthly,No,1015
1916,42,115,6,Monthly,No,4830
1917,34,195,1,Monthly,No,6630
1918,30,39,0,Annual,No,1170
1919,59,58,1,Two-Year,No,3422
1920,55,79,6,Monthly,No,4345
1921,13,85,6,Monthly,No,1105
1922,13,84,9,Two-Year,No,1092
1923,18,198,5,Annual,No,3564
1924,32,143,4,Annual,Yes,4576
1925,32,183,2,Monthly,No,5856
1926,35,171,2,Annual,No,5985
1927,59,174,8,Two-Year,Yes,10266
1928,39,149,3,Annual,No,5811
1929,46,178,8,Two-Year,No,8188
1930,52,76,3,Monthly,Yes,3952
1931,29,97,1,Two-Year,Yes,2813
1932,49,48,3,Monthly,No,2352
1933,29,34,5,Two-Year,No,986
1934,53,31,5,Two-Year,No,1643
1935,44,120,4,Annual,Yes,5280
1936,57,175,0,Two-Year,No,9975
1937,16,103,2,Monthly,No,1648
1938,56,144,4,Two-Year,No,8064
1939,44,122,5,Monthly,No,5368
1940,47,43,0,Monthly,Yes,2021
1941,57,168,8,Two-Year,No,9576
1942,10,157,2,Annual,Yes,1570
1943,30,129,9,Two-Year,No,3870
1944,25,97,2,Two-Year,No,2425
1945,39,120,1,Annual,No,4680
1946,20,165,7,Monthly,No,3300
1947,5,161,2,Two-Year,No,805
1948,1,181,5,Annual,No,181
1949,30,147,1,Annual,No,4410
1950,49,77,6,Monthly,No,3773
1951,3,95,3,Annual,No,285
1952,45,169,8,Monthly,Yes,7605
1953,14,55,9,Two-Year,Yes,770
1954,56,192,8,Annual,No,10752
1955,30,183,6,Two-Year,Yes,5490
1956,50,41,7,Annual,No,2050
1957,4,146,2,Annual,Yes,584
1958,18,99,4,Two-Year,No,1782
1959,37,119,1,Annual,No,4403
1960,25,115,9,Two-Year,Yes,2875
1961,48,180,6,Two-Year,No,8640
1962,1,192,7,Monthly,No,192
1963,53,183,8,Two-Year,No,9699
1964,46,167,6,Monthly,No,7682
1965,15,37,9,Two-Year,No,555
1966,9,57,9,Annual,Yes,513
1967,15,170,7,Two-Year,Yes,2550
1968,49,128,8,Annual,Yes,6272
1969,57,142,5,Monthly,No,8094
1970,24,163,9,Annual,No,3912
1971,4,168,1,Two-Year,Yes,672
1972,12,123,1,Annual,No,1476
1973,59,159,3,Monthly,No,9381
1974,58,163,8,Annual,No,9454
1975,37,100,6,Annual,No,3700
1976,37,106,1,Two-Year,No,3922
1977,43,161,7,Two-Year,No,6923
1978,6,80,6,Annual,No,480
1979,39,65,8,Monthly,No,2535
1980,56,51,7,Annual,No,2856
1981,46,34,2,Monthly,No,1564
1982,24,63,0,Monthly,No,1512
1983,11,164,1,Monthly,No,1804
1984,13,188,1,Annual,No,2444
1985,34,73,3,Monthly,No,2482
1986,25,63,5,Annual,No,1575
1987,7,117,3,Monthly,No,819
1988,52,24,8,Monthly,No,1248
1989,4,128,3,Annual,No,512
1990,59,46,5,Two-Year,No,2714
1991,8,135,5,Two-Year,No,1080
1992,20,106,9,Annual,No,2120
1993,29,123,9,Annual,No,3567
1994,54,142,0,Two-Year,No,7668
1995,53,98,7,Two-Year,No,5194
1996,51,62,2,Two-Year,Yes,3162
1997,45,116,5,Annual,No,5220
1998,46,50,2,Monthly,Yes,2300
1999,10,118,1,Annual,No,1180
2000,43,36,4,Two-Year,No,1548
2001,34,102,0,Monthly,No,3468
2002,57,129,8,Annual,Yes,7353
2003,26,51,6,Two-Year,No,1326
2004,41,187,2,Annual,No,7667
2005,49,160,3,Monthly,Yes,7840
2006,58,54,5,Two-Year,No,3132
2007,3,152,2,Annual,Yes,456
2008,56,48,6,Monthly,No,2688
2009,6,89,5,Monthly,No,534
2010,5,172,8,Annual,No,860
2011,5,114,4,Monthly,No,570
2012,54,41,3,Two-Year,No,2214
2013,47,192,2,Monthly,No,9024
2014,23,88,9,Annual,No,2024
2015,49,108,0,Two-Year,Yes,5292
2016,9,91,2,Monthly,No,819
2017,35,148,2,Monthly,No,5180
2018,20,191,6,Two-Year,Yes,3820
2019,58,106,6,Two-Year,Yes,6148
2020,49,115,0,Monthly,Yes,5635
2021,59,94,2,Two-Year,No,5546
2022,42,186,7,Annual,No,7812
2023,35,73,8,Monthly,No,2555
2024,50,107,6,Annual,No,5350
2025,18,176,6,Monthly,No,3168
2026,17,73,7,Annual,No,1241
2027,24,35,5,Annual,No,840
2028,3,118,2,Two-Year,No,354
2029,32,39,0,Monthly,No,1248
2030,35,65,6,Two-Year,No,2275
2031,38,146,0,Two-Year,Yes,5548
2032,13,77,0,Monthly,No,1001
2033,56,130,8,Annual,No,7280
2034,47,148,9,Monthly,No,6956
2035,25,100,6,Monthly,No,2500
2036,9,176,3,Monthly,No,1584
2037,4,103,5,Two-Year,No,412
2038,14,89,0,Monthly,No,1246
2039,37,27,6,Monthly,No,999
2040,34,48,5,Monthly,No,1632
2041,11,131,3,Annual,No,1441
2042,41,198,6,Annual,No,8118
2043,56,180,2,Annual,No,10080
2044,3,150,0,Annual,Yes,450
2045,59,182,3,Two-Year,Yes,10738
2046,28,127,2,Two-Year,No,3556
2047,29,128,0,Monthly,Yes,3712
2048,9,39,1,Two-Year,No,351
2049,3,92,4,Annual,No,276
2050,25,186,7,Monthly,No,4650
2051,34,23,0,Monthly,Yes,782
2052,12,38,3,Annual,No,456
2053,42,121,3,Annual,No,5082
2054,9,192,4,Annual,No,1728
2055,15,190,6,Two-Year,No,2850
2056,40,160,7,Monthly,No,6400
2057,25,160,5,Annual,No,4000
2058,5,105,0,Monthly,No,525
2059,11,71,6,Monthly,No,781
2060,59,130,2,Two-Year,No,7670
2061,34,128,5,Monthly,Yes,4352
2062,24,105,7,Annual,No,2520
2063,15,62,6,Annual,Yes,930
2064,38,61,9,Monthly,No,2318
2065,8,109,5,Monthly,No,872
2066,59,134,8,Two-Year,Yes,7906
2067,5,45,8,Annual,No,225
2068,48,170,0,Annual,No,8160
2069,26,62,0,Monthly,No,1612
2070,18,96,0,Monthly,Yes,1728
2071,6,175,7,Monthly,No,1050
2072,37,156,9,Annual,Yes,5772
2073,48,39,6,Monthly,No,1872
2074,13,58,2,Two-Year,No,754
2075,28,198,1,Two-Year,Yes,5544
2076,5,31,3,Monthly,Yes,155
2077,13,30,2,Two-Year,No,390
2078,17,173,6,Two-Year,No,2941
2079,50,61,9,Two-Year,No,3050
2080,40,174,7,Two-Year,Yes,6960
2081,45,30,5,Two-Year,No,1350
2082,32,57,2,Annual,Yes,1824
2083,29,117,5,Monthly,No,3393
2084,51,190,1,Two-Year,No,9690
2085,58,38,6,Monthly,No,2204
2086,3,153,9,Two-Year,Yes,459
2087,56,193,6,Annual,No,10808
2088,40,135,3,Annual,No,5400
2089,34,132,7,Two-Year,No,4488
2090,40,189,3,Two-Year,No,7560
2091,27,84,6,Two-Year,No,2268
2092,13,118,3,Annual,No,1534
2093,45,91,4,Annual,Yes,4095
2094,33,71,6,Monthly,No,2343
2095,6,137,9,Annual,Yes,822
2096,24,194,2,Two-Year,No,4656
2097,19,139,9,Monthly,No,2641
2098,16,26,4,Annual,No,416
2099,40,30,2,Annual,No,1200
2100,28,122,4,Two-Year,No,3416
2101,33,80,2,Monthly,Yes,2640
2102,59,87,9,Annual,No,5133
2103,59,172,6,Annual,No,10148
2104,48,159,0,Two-Year,No,7632
2105,41,173,8,Monthly,Yes,7093
2106,13,121,8,Monthly,No,1573
2107,43,129,4,Monthly,No,5547
2108,45,159,8,Monthly,No,7155
2109,25,190,9,Two-Year,No,4750
2110,53,70,5,Annual,Yes,3710
2111,42,136,4,Annual,No,5712
2112,36,184,2,Monthly,No,6624
2113,27,65,7,Monthly,Yes,1755
2114,38,72,3,Monthly,Yes,2736
2115,7,107,9,Annual,No,749
2116,5,140,2,Annual,No,700
2117,43,32,5,Monthly,No,1376
2118,45,108,7,Two-Year,No,4860
2119,58,144,8,Annual,Yes,8352
2120,57,137,5,Annual,No,7809
2121,51,73,4,Monthly,No,3723
2122,31,135,1,Two-Year,No,4185
2123,23,137,1,Monthly,No,3151
2124,42,23,8,Monthly,No,966
2125,10,94,1,Two-Year,No,940
2126,32,68,1,Two-Year,No,2176
2127,43,26,2,Two-Year,No,1118
2128,53,129,2,Annual,No,6837
2129,30,141,3,Monthly,No,4230
2130,39,30,6,Annual,No,1170
2131,31,111,8,Two-Year,No,3441
2132,18,192,1,Annual,No,3456
2133,36,42,3,Two-Year,No,1512
2134,2,47,8,Two-Year,Yes,94
2135,14,130,1,Monthly,No,1820
2136,13,76,9,Monthly,Yes,988
2137,29,45,0,Monthly,No,1305
2138,12,172,9,Annual,No,2064
2139,39,73,7,Monthly,No,2847
2140,2,48,8,Two-Year,Yes,96
2141,32,116,6,Monthly,Yes,3712
2142,13,183,7,Annual,No,2379
2143,46,33,3,Monthly,No,1518
2144,27,97,3,Monthly,No,2619
2145,49,54,1,Monthly,Yes,2646
2146,41,49,7,Annual,No,2009
2147,17,111,1,Two-Year,No,1887
2148,40,36,8,Two-Year,No,1440
2149,31,177,3,Two-Year,No,5487
2150,34,112,0,Monthly,No,3808
2151,24,192,3,Monthly,No,4608
2152,45,98,2,Annual,No,4410
2153,35,129,5,Two-Year,No,4515
2154,48,198,6,Monthly,No,9504
2155,6,121,7,Monthly,No,726
2156,19,125,1,Monthly,No,2375
2157,30,66,5,Annual,No,1980
2158,7,83,5,Two-Year,No,581
2159,10,185,9,Annual,Yes,1850
2160,41,83,4,Two-Year,No,3403
2161,32,106,9,Two-Year,No,3392
2162,34,26,9,Monthly,No,884
2163,28,41,6,Monthly,Yes,1148
2164,15,100,2,Monthly,No,1500
2165,30,188,3,Monthly,No,5640
2166,37,93,9,Monthly,No,3441
2167,29,157,8,Two-Year,Yes,4553
2168,22,154,3,Monthly,No,3388
2169,4,144,2,Monthly,Yes,576
2170,20,69,1,Annual,No,1380
2171,32,71,4,Annual,No,2272
2172,36,180,3,Two-Year,Yes,6480
2173,50,20,7,Two-Year,No,1000
2174,4,181,6,Annual,No,724
2175,27,23,5,Annual,No,621
2176,17,164,1,Monthly,No,2788
2177,12,151,2,Monthly,No,1812
2178,22,190,9,Two-Year,No,4180
2179,17,23,8,Annual,No,391
2180,10,20,8,Two-Year,No,200
2181,54,90,4,Monthly,No,4860
2182,1,197,2,Two-Year,No,197
2183,22,54,1,Two-Year,No,1188
2184,26,27,7,Two-Year,Yes,702
2185,56,171,5,Monthly,No,9576
2186,59,55,9,Two-Year,No,3245
2187,18,197,6,Monthly,No,3546
2188,50,142,0,Annual,Yes,7100
2189,14,62,0,Two-Year,No,868
2190,47,46,9,Two-Year,No,2162
2191,29,51,1,Monthly,No,1479
2192,12,97,9,Two-Year,No,1164
2193,36,140,2,Monthly,Yes,5040
2194,59,165,0,Two-Year,Yes,9735
2195,35,175,4,Annual,No,6125
2196,52,176,2,Annual,No,9152
2197,12,35,0,Annual,Yes,420
2198,7,118,7,Two-Year,No,826
2199,29,66,5,Two-Year,No,1914
2200,11,50,8,Annual,No,550
2201,33,23,2,Annual,No,759
2202,6,184,8,Monthly,No,1104
2203,47,36,8,Monthly,No,1692
2204,15,58,0,Annual,Yes,870
2205,32,67,2,Annual,Yes,2144
2206,51,193,5,Two-Year,No,9843
2207,11,195,7,Annual,No,2145
2208,58,58,3,Monthly,No,3364
2209,23,151,4,Monthly,No,3473
2210,26,49,8,Monthly,Yes,1274
2211,34,177,5,Monthly,Yes,6018
2212,46,41,6,Monthly,No,1886
2213,34,85,6,Monthly,No,2890
2214,29,127,3,Annual,No,3683
2215,4,31,3,Monthly,No,124
2216,17,55,3,Monthly,No,935
2217,35,37,4,Monthly,No,1295
2218,13,109,4,Monthly,No,1417
2219,41,20,7,Annual,Yes,820
2220,39,146,8,Two-Year,Yes,5694
